	Well	tau_values	tau_index	GrowthRates	growth_rates_index	saturate_values	saturate_index	saturation_time
345	O10	1.98e-05	11	7320.058001737986	20	0.7223333333333333	32	5.76e-05
346	O11	1.98e-05	11	6866.943634496623	16	0.6633333333333334	32	5.76e-05
347	O12	1.98e-05	11	260.4575348717287	17	0.7133333333333333	32	5.76e-05
348	O13	2.16e-05	12	10983.803041453284	18	0.895	32	5.76e-05
349	O14	2.16e-05	12	7304.272535695995	15	0.8253333333333334	31	5.58e-05
350	O15	2.16e-05	12	8329.324770078569	21	0.662	32	5.76e-05
351	O16	2.16e-05	12	155128.52808921362	12	0.707	32	5.76e-05
352	O17	2.16e-05	12	200635.97227325817	12	0.8676666666666667	32	5.76e-05
353	O18	2.16e-05	12		20	0.7606666666666667	27	4.86e-05
354	O19	2.16e-05	12		22	0.6846666666666668	32	5.76e-05
355	O20	1.98e-05	11	130741.22666026458	11	0.697	32	5.76e-05
356	O21	2.16e-05	12	7309.387987623483	16	0.8496666666666667	32	5.76e-05
357	O22	1.98e-05	11	11952.143728668505	12	0.7766666666666667	32	5.76e-05
358	O23	1.98e-05	11	10866.117823747272	16	0.6866666666666666	32	5.76e-05
359	O24	1.8e-05	10	19626.67595294001	15	0.7756666666666666	32	5.76e-05
360	P1	1.98e-05	11	15516.523423730081	12	0.7556666666666666	32	5.76e-05
361	P2	1.98e-05	11	16532.133794477428	14	0.75	32	5.76e-05
362	P3	1.98e-05	11	11677.04866134398	18	0.6873333333333335	32	5.76e-05
363	P4	1.8e-05	10	141364.15544522964	10	0.7883333333333334	32	5.76e-05
364	P5	1.8e-05	10	15567.377652088753	15	0.7196666666666666	32	5.76e-05
365	P6	1.98e-05	11	13289.644009331832	12	0.7336666666666667	32	5.76e-05
366	P7	1.8e-05	10		12	0.9843333333333334	20	3.6e-05
367	P8	1.8e-05	10	13779.878591516457	14	0.7583333333333333	32	5.76e-05
368	P9	1.98e-05	11	11394.363450416538	12	0.6963333333333334	32	5.76e-05
369	P10	1.98e-05	11	12781.431045938773	16	0.7003333333333334	32	5.76e-05
370	P11	1.98e-05	11	5965.754567295888	12	0.7440000000000001	22	3.96e-05
371	P12	1.8e-05	10	11338.647664749384	14	0.6803333333333333	32	5.76e-05
372	P13	1.98e-05	11	14116.779414845098	17	0.887	32	5.76e-05
373	P14	1.98e-05	11	12986.367208975818	14	0.809	32	5.76e-05
374	P15	1.98e-05	11	12892.581495985525	12	0.6873333333333332	32	5.76e-05
375	P16	1.98e-05	11	81914.14885089	11	0.7753333333333333	32	5.76e-05
376	P17	1.98e-05	11	12908.110746130107	16	0.839	31	5.58e-05
377	P18	2.34e-05	13	7428.046809952483	17	0.49433333333333335	32	5.76e-05
378	P19	1.8e-05	10	11572.883411252444	12	0.7176666666666667	32	5.76e-05
379	P20	1.98e-05	11	12783.22666754498	12	0.735	32	5.76e-05
380	P21	1.98e-05	11	17734.226415855683	16	0.831	32	5.76e-05
381	P22	1.98e-05	11	13321.501620732413	16	0.6466666666666666	32	5.76e-05
382	P23	1.98e-05	11	9818.046417720287	16	0.6423333333333333	32	5.76e-05
383	P24	1.98e-05	11	15543.483994181452	13	0.6859999999999999	31	5.58e-05
